epoch,loss,val_loss
0,0.24273981153964996,0.13830488920211792
1,0.12127025425434113,0.11074545234441757
2,0.09802494198083878,0.09620293229818344
3,0.08571190387010574,0.08775975555181503
4,0.07823557406663895,0.08213014900684357
5,0.07357819378376007,0.08604629337787628
6,0.0701913833618164,0.07437732815742493
7,0.06647749990224838,0.06918444484472275
8,0.06402543932199478,0.06709931045770645
9,0.061633359640836716,0.06597485393285751
10,0.06028452515602112,0.07233880460262299
11,0.058554477989673615,0.06547648459672928
12,0.056496866047382355,0.061032526195049286
13,0.055155638605356216,0.06366147845983505
14,0.054598256945610046,0.05794642120599747
15,0.05323123186826706,0.058056414127349854
16,0.05190431699156761,0.06051235273480415
17,0.05142468214035034,0.06330250948667526
18,0.05014435201883316,0.05492120236158371
19,0.048745665699243546,0.057536035776138306
20,0.04846586659550667,0.05680033564567566
21,0.04731297865509987,0.05457359552383423
22,0.04635912552475929,0.058485809713602066
23,0.046052489429712296,0.05390741303563118
24,0.045307617634534836,0.05448993295431137
25,0.044134464114904404,0.05425500124692917
26,0.0439784899353981,0.053535763174295425
27,0.043814096599817276,0.05787528306245804
28,0.04296324774622917,0.05384334921836853
29,0.042305152863264084,0.05511963739991188
30,0.04169943183660507,0.053441789001226425
31,0.04107900336384773,0.05693795531988144
32,0.040676847100257874,0.05211525782942772
33,0.0399993397295475,0.050214868038892746
34,0.039886973798274994,0.05098429694771767
35,0.03923323005437851,0.050096169114112854
36,0.03898979723453522,0.052038535475730896
37,0.038752127438783646,0.05095852166414261
38,0.038072433322668076,0.05081002041697502
39,0.03776327893137932,0.05109640210866928
40,0.03727385774254799,0.04973754659295082
41,0.03702756017446518,0.051223959773778915
42,0.03699565678834915,0.05374107509851456
43,0.03607004135847092,0.04928116500377655
44,0.03559141606092453,0.04948871582746506
45,0.03520512953400612,0.04925727844238281
46,0.03539077937602997,0.05056855082511902
47,0.03492702916264534,0.047865379601716995
48,0.03445320948958397,0.04900374636054039
49,0.03402157500386238,0.04819156602025032
50,0.0340765044093132,0.04857191815972328
51,0.03354417905211449,0.04979914799332619
52,0.033342696726322174,0.05101736634969711
53,0.03270290791988373,0.04710286483168602
54,0.03262860327959061,0.04825238138437271
55,0.03235933929681778,0.04771595075726509
56,0.031925760209560394,0.04775797575712204
57,0.03181450814008713,0.04682949557900429
58,0.03143392875790596,0.04826219379901886
59,0.030992936342954636,0.0465548112988472
60,0.03085307404398918,0.04830395430326462
61,0.030895059928297997,0.04736347123980522
62,0.030522823333740234,0.04667066037654877
63,0.030332911759614944,0.04573022946715355
64,0.029935404658317566,0.046898871660232544
65,0.02978496067225933,0.0489349365234375
66,0.029642269015312195,0.04642004519701004
67,0.02950085699558258,0.04663947597146034
68,0.028962615877389908,0.044422730803489685
69,0.028836674988269806,0.04704827815294266
70,0.028715884312987328,0.04589375853538513
71,0.0282854363322258,0.046120982617139816
72,0.028561463579535484,0.04506286233663559
73,0.028159169480204582,0.04547222703695297
74,0.02771048992872238,0.043871063739061356
75,0.027715081349015236,0.04454239830374718
