epoch,loss,val_loss
0,0.2509829103946686,0.14770177006721497
1,0.12648336589336395,0.12147919088602066
2,0.10221734642982483,0.09345541894435883
3,0.08919552713632584,0.08309222012758255
4,0.08228537440299988,0.08452822268009186
5,0.07607092708349228,0.07972143590450287
6,0.07145987451076508,0.07377499341964722
7,0.0688437893986702,0.0758889690041542
8,0.0659492164850235,0.06879153102636337
9,0.0642176941037178,0.06670358777046204
10,0.06301019340753555,0.06960788369178772
11,0.060581911355257034,0.06566997617483139
12,0.058613717555999756,0.07105465233325958
13,0.05719970539212227,0.06245183199644089
14,0.056550282984972,0.06247372180223465
15,0.05488269776105881,0.061206281185150146
16,0.05433089658617973,0.058156274259090424
17,0.05227842181921005,0.05967317894101143
18,0.05219517648220062,0.0625147819519043
19,0.050906550139188766,0.0582750141620636
20,0.050193797796964645,0.054359059780836105
21,0.04909523203969002,0.05663362890481949
22,0.04818248003721237,0.06151261180639267
23,0.04816437140107155,0.055514149367809296
24,0.046985432505607605,0.05443452671170235
25,0.04615376889705658,0.05708838626742363
26,0.04525519907474518,0.05430544540286064
27,0.04541797563433647,0.05515274405479431
28,0.044253911823034286,0.05403539538383484
29,0.043967194855213165,0.05282501131296158
30,0.04329303279519081,0.05269148200750351
31,0.04274676740169525,0.05442757159471512
32,0.04287896677851677,0.05360982567071915
33,0.0416438914835453,0.051883112639188766
34,0.04094141349196434,0.05145315080881119
35,0.040897492319345474,0.051290322095155716
36,0.040717147290706635,0.0563882514834404
37,0.03997410088777542,0.05069177597761154
38,0.039272356778383255,0.051346760243177414
39,0.03903317451477051,0.051705628633499146
40,0.03877152502536774,0.054130055010318756
41,0.03862110525369644,0.05107830837368965
42,0.037834830582141876,0.048471562564373016
43,0.0374801866710186,0.05092989280819893
44,0.03724582493305206,0.04872291162610054
45,0.03647415339946747,0.05031804367899895
46,0.03656317666172981,0.04836072772741318
47,0.03636103495955467,0.04856196790933609
48,0.03551813215017319,0.050299160182476044
49,0.03537490963935852,0.04845034331083298
50,0.035377126187086105,0.049463339149951935
51,0.03466802090406418,0.049729350954294205
52,0.0343414805829525,0.04850123077630997
53,0.034240204840898514,0.04738863557577133
54,0.03383133187890053,0.04838703200221062
55,0.033720213919878006,0.04861811548471451
56,0.03336134925484657,0.04809558764100075
57,0.03284231573343277,0.048168014734983444
58,0.03269170969724655,0.047856129705905914
59,0.03253183886408806,0.04744387045502663
60,0.032515108585357666,0.047304417937994
61,0.031874023377895355,0.04753604903817177
62,0.03176743909716606,0.04719872027635574
63,0.03132983669638634,0.04651738330721855
64,0.03147963061928749,0.04649756848812103
65,0.030904749408364296,0.047824349254369736
66,0.03052782453596592,0.04605265334248543
67,0.030827529728412628,0.047605857253074646
68,0.030596250668168068,0.045768268406391144
69,0.029847709462046623,0.047913916409015656
70,0.02986656129360199,0.04576783627271652
71,0.02959616295993328,0.04806923121213913
72,0.029525624588131905,0.04694180563092232
73,0.029418952763080597,0.04556550085544586
74,0.02902335301041603,0.04576826095581055
75,0.02860678918659687,0.04714444279670715
76,0.02845853939652443,0.04578578844666481
77,0.028427377343177795,0.045571692287921906
78,0.028322190046310425,0.04432259500026703
79,0.028158219531178474,0.045907460153102875
80,0.027960773557424545,0.0471111498773098
81,0.027366848662495613,0.0460459403693676
82,0.027281954884529114,0.04669196531176567
83,0.02723519690334797,0.04751278832554817
84,0.02703620120882988,0.04630611836910248
85,0.026921089738607407,0.04542578011751175
86,0.026626789942383766,0.046094588935375214
87,0.026527244597673416,0.046014104038476944
88,0.026243509724736214,0.045139361172914505
89,0.026273952797055244,0.04750737175345421
90,0.025901110842823982,0.04537106677889824
91,0.02588675357401371,0.046531371772289276
92,0.025625884532928467,0.04432741925120354
93,0.02531813271343708,0.04578929767012596
94,0.02537938579916954,0.04772056266665459
