epoch,loss,val_loss
0,0.257729172706604,0.16830921173095703
1,0.1329580545425415,0.12387259304523468
2,0.10587668418884277,0.11734011024236679
3,0.09464343637228012,0.10120761394500732
4,0.08593246340751648,0.09320879727602005
5,0.07932311296463013,0.09030383080244064
6,0.0748366117477417,0.08729185909032822
7,0.07301829755306244,0.07650240510702133
8,0.06861373037099838,0.09711707383394241
9,0.066600002348423,0.07430259138345718
10,0.06511111557483673,0.08472872525453568
11,0.06297501921653748,0.07723550498485565
12,0.06216142326593399,0.07104787230491638
13,0.059862956404685974,0.07984194159507751
14,0.058498743921518326,0.07316790521144867
15,0.05806037038564682,0.06433799862861633
16,0.05632103234529495,0.06985194981098175
17,0.055329579859972,0.06565279513597488
18,0.05395665764808655,0.0668693408370018
19,0.05350036546587944,0.06571373343467712
20,0.05294850468635559,0.06819666922092438
21,0.051270171999931335,0.06807752698659897
22,0.05068402364850044,0.06170160323381424
23,0.049656860530376434,0.06145743653178215
24,0.04980793967843056,0.06379476189613342
25,0.04824407026171684,0.059632301330566406
26,0.04832487925887108,0.06041471287608147
27,0.04721268638968468,0.058715932071208954
28,0.04721325635910034,0.06004561856389046
29,0.046393152326345444,0.05674322322010994
30,0.045774124562740326,0.05871264263987541
31,0.04479769617319107,0.05797421932220459
32,0.044571653008461,0.05893682315945625
33,0.04370860010385513,0.056180067360401154
34,0.04378856346011162,0.05914849787950516
35,0.04296598210930824,0.05675264075398445
36,0.04260623827576637,0.05959494039416313
37,0.042137548327445984,0.05833359435200691
38,0.041749436408281326,0.05503665655851364
39,0.04073550924658775,0.05592832714319229
40,0.04100881516933441,0.05775117129087448
41,0.04057977721095085,0.05531686544418335
42,0.040147606283426285,0.054951261729002
43,0.03928946331143379,0.05486031249165535
44,0.03914279118180275,0.05750807374715805
45,0.03884682431817055,0.05588039010763168
46,0.038712114095687866,0.05430154129862785
47,0.038366448134183884,0.05651021748781204
48,0.03787680342793465,0.055649228394031525
49,0.03731877729296684,0.05379760265350342
50,0.037171684205532074,0.054947953671216965
51,0.03683751821517944,0.055193375796079636
52,0.03703005611896515,0.05269309878349304
53,0.03618095815181732,0.05269420146942139
54,0.03608901426196098,0.05271898955106735
55,0.035260800272226334,0.05171496793627739
56,0.03557853773236275,0.053344160318374634
57,0.03492210432887077,0.05410965159535408
