epoch,bur_vol_loss,loss,spin_loss,val_bur_vol_loss,val_loss,val_spin_loss
0,1.1858893632888794,0.12110577523708344,0.06181133911013603,0.9284993410110474,0.08812813460826874,0.04170317202806473
1,0.7863438725471497,0.07785540074110031,0.03853824362158775,0.9260662794113159,0.08303476870059967,0.036731451749801636
2,0.7456973195075989,0.07174207270145416,0.034457288682460785,0.8609846830368042,0.07786273956298828,0.03481350094079971
3,0.7111111283302307,0.06768068671226501,0.032125044614076614,0.8217313885688782,0.07465171813964844,0.03356514498591423
4,0.6914845108985901,0.06494545936584473,0.03037121519446373,0.8460158109664917,0.07305938750505447,0.03075859509408474
5,0.6678652167320251,0.06260067224502563,0.029207495972514153,1.1056009531021118,0.0842663049697876,0.028986260294914246
6,0.6496374607086182,0.060647767037153244,0.02816581167280674,0.8159323930740356,0.07033491134643555,0.029538294300436974
7,0.634175181388855,0.05898785591125488,0.02727915160357952,0.793821394443512,0.06664769351482391,0.02695661224424839
8,0.6249728202819824,0.05791810527443886,0.026669329032301903,0.737145721912384,0.06367476284503937,0.02681747078895569
9,0.6197865009307861,0.05693555623292923,0.025946278125047684,0.7790812253952026,0.0655023381114006,0.026548266410827637
10,0.6116319894790649,0.055980946868658066,0.025399304926395416,0.7158288359642029,0.06182748079299927,0.02603604830801487
11,0.5965059995651245,0.05473052337765694,0.02490532398223877,0.8182007670402527,0.06681768596172333,0.025907639414072037
12,0.5951138734817505,0.05414228141307831,0.024386636912822723,0.7420367002487183,0.06309441477060318,0.025992587208747864
13,0.5815168023109436,0.05315716564655304,0.024081232026219368,0.8491194844245911,0.0675107017159462,0.025054732337594032
14,0.5805649161338806,0.05270041897892952,0.02367214299738407,0.7187061905860901,0.06086701154708862,0.02493170090019703
15,0.5764910578727722,0.05216635763645172,0.02334168367087841,0.7594524025917053,0.06274694204330444,0.024774326011538506
16,0.5684625506401062,0.051419228315353394,0.022996200248599052,0.6865966320037842,0.059029944241046906,0.024700108915567398
17,0.564494788646698,0.05093466863036156,0.022709853947162628,0.6418723464012146,0.05569940805435181,0.023605789989233017
18,0.5603353977203369,0.05045489966869354,0.02243814617395401,0.6742194294929504,0.059657447040081024,0.025946488603949547
19,0.5521254539489746,0.04976709187030792,0.022160828113555908,0.6975898742675781,0.059641726315021515,0.0247622299939394
20,0.5537694692611694,0.04962809011340141,0.02193956822156906,0.6660499572753906,0.05728050321340561,0.023977991193532944
21,0.5491308569908142,0.049166154116392136,0.021709684282541275,0.7076222896575928,0.059553761035203934,0.024172643199563026
22,0.539993941783905,0.04847893491387367,0.02147919498383999,0.6683217883110046,0.057273827493190765,0.023857740685343742
23,0.5456957221031189,0.048621147871017456,0.021336372941732407,0.6624161005020142,0.05626150220632553,0.023140687495470047
24,0.5395558476448059,0.04806181415915489,0.02108394168317318,0.6752722859382629,0.0570373460650444,0.023273739963769913
25,0.5335065722465515,0.047577258199453354,0.020901994779706,0.6876579523086548,0.057612042874097824,0.023229151964187622
26,0.5353170037269592,0.04741549864411354,0.0206496249884367,0.6476825475692749,0.05557820200920105,0.02319406345486641
27,0.5256667137145996,0.04687107726931572,0.020587768405675888,0.6380823850631714,0.05569513514637947,0.023791007697582245
28,0.5272064805030823,0.04674869775772095,0.02038828283548355,0.6502432823181152,0.055717695504426956,0.023205537348985672
29,0.5238643884658813,0.04642821103334427,0.0202349703758955,0.6538510322570801,0.05609915405511856,0.02340659126639366
30,0.5267215967178345,0.04641110450029373,0.020075008273124695,0.6761854887008667,0.05642176419496536,0.02261248603463173
31,0.5223432779312134,0.046090371906757355,0.019973164424300194,0.6203575730323792,0.05387948825955391,0.022861607372760773
32,0.522589385509491,0.04571279138326645,0.019583353772759438,0.6255494952201843,0.05424085259437561,0.022963372990489006
33,0.5129987597465515,0.045471638441085815,0.019821763038635254,0.6357247829437256,0.05530117079615593,0.02351493202149868
34,0.512027382850647,0.044965170323848724,0.019363805651664734,0.6460323929786682,0.054887015372514725,0.022585388273000717
35,0.510343074798584,0.04495610296726227,0.019438864663243294,0.6292170286178589,0.054775845259428024,0.023315001279115677
36,0.5102131366729736,0.044720739126205444,0.01921001635491848,0.6259839534759521,0.05402973294258118,0.022730546072125435
37,0.5060083270072937,0.044408947229385376,0.019108491018414497,0.6254422664642334,0.053581107407808304,0.02230900153517723
38,0.5075021386146545,0.04441935569047928,0.019044188782572746,0.6119674444198608,0.05381312966346741,0.023214757442474365
39,0.5015531778335571,0.044114261865615845,0.01903659850358963,0.6299105882644653,0.053745560348033905,0.022250032052397728
40,0.5030984282493591,0.04393642395734787,0.018781552091240883,0.6316856145858765,0.05397803336381912,0.022393759340047836
41,0.5065305233001709,0.043940115720033646,0.01861359179019928,0.6559798121452332,0.05526130646467209,0.022462302818894386
42,0.49687913060188293,0.04330477863550186,0.01846080832183361,0.650558590888977,0.05521158501505852,0.02268364652991295
43,0.5018913149833679,0.043619196861982346,0.018524637445807457,0.6083396673202515,0.05319620296359062,0.022779205814003944
44,0.4907423257827759,0.04299318417906761,0.018456101417541504,0.6088893413543701,0.05336210876703262,0.022917643189430237
45,0.5006170868873596,0.04325767233967781,0.018226860091090202,0.5989573001861572,0.0523851104080677,0.02243724837899208
46,0.5000978112220764,0.043210797011852264,0.018205875530838966,0.5918535590171814,0.05244418978691101,0.02285150997340679
47,0.49024930596351624,0.04253453388810158,0.01802205853164196,0.6308948397636414,0.05441936105489731,0.02287461794912815
48,0.4918625056743622,0.04267406463623047,0.018080951645970345,0.5993378758430481,0.05179398134350777,0.02182708866894245
49,0.4951818287372589,0.04279051721096039,0.018031364306807518,0.6221669912338257,0.053565479815006256,0.022457122802734375
50,0.4908785820007324,0.04231499135494232,0.017771050333976746,0.5902620553970337,0.051840901374816895,0.022327790036797523
51,0.4937532842159271,0.042396530508995056,0.017708884552121162,0.60039883852005,0.05279716104269028,0.022777222096920013
52,0.4875728487968445,0.04214654490351677,0.017767876386642456,0.6493562459945679,0.05489242076873779,0.0224246084690094
53,0.48738396167755127,0.041947703808546066,0.017578518018126488,0.5820084810256958,0.051578231155872345,0.022477803751826286
54,0.48364272713661194,0.04169024899601936,0.017508145421743393,0.6348736882209778,0.05549387261271477,0.023750193417072296
55,0.4882946312427521,0.041828520596027374,0.017413843423128128,0.6291678547859192,0.05455412343144417,0.02309572324156761
56,0.48128873109817505,0.04146077483892441,0.017396295443177223,0.6485098600387573,0.05577941983938217,0.023353930562734604
57,0.48188379406929016,0.041427671909332275,0.017333529889583588,0.6208800077438354,0.05496947094798088,0.023925472050905228
58,0.4840564429759979,0.04144098237156868,0.017238201573491096,0.6538373827934265,0.055551327764987946,0.022859463468194008
59,0.48306983709335327,0.041228000074625015,0.01707458309829235,0.5932475924491882,0.05161116644740105,0.021948788315057755
60,0.480745404958725,0.04123068228363991,0.017193503677845,0.6249479055404663,0.05424497276544571,0.022997574880719185
61,0.48156943917274475,0.041064292192459106,0.01698589138686657,0.6594633460044861,0.055305399000644684,0.022332236170768738
62,0.48073193430900574,0.04096138849854469,0.01692480966448784,0.605181872844696,0.053848445415496826,0.023589355871081352
63,0.47642791271209717,0.04069485142827034,0.016873469576239586,0.6375696659088135,0.054659463465213776,0.02278098091483116
64,0.47729161381721497,0.04064633324742317,0.01678173616528511,0.6063734292984009,0.05453150346875191,0.024212844669818878
65,0.4777918756008148,0.04062764719128609,0.016738124191761017,0.6038020849227905,0.052504826337099075,0.02231471613049507
66,0.47533100843429565,0.040537405759096146,0.016770867630839348,0.5989115834236145,0.05276334285736084,0.022817764431238174
67,0.4787091314792633,0.04058166965842247,0.016646157950162888,0.5986067652702332,0.05287756398320198,0.022947218269109726
68,0.473737508058548,0.040192119777202606,0.01650523580610752,0.5959250926971436,0.05391039326786995,0.024114135652780533
69,0.47481706738471985,0.040350355207920074,0.016609549522399902,0.5857464075088501,0.05300655961036682,0.023719239979982376
70,0.4732236862182617,0.04007778316736221,0.016416601836681366,0.6142650246620178,0.05376936122775078,0.023056114092469215
71,0.4731006622314453,0.04012453928589821,0.016469556838274002,0.6079265475273132,0.054248858243227005,0.023852529004216194
72,0.4713042974472046,0.039933085441589355,0.016367914155125618,0.6105523109436035,0.05295037478208542,0.02242276631295681
73,0.46743232011795044,0.039668988436460495,0.016297325491905212,0.6159107089042664,0.05304182320833206,0.022246280685067177
74,0.47124263644218445,0.039812177419662476,0.016250109300017357,0.5709349513053894,0.051895372569561005,0.023348625749349594
75,0.4704878628253937,0.03978527709841728,0.016260875388979912,0.6043390035629272,0.053451381623744965,0.023234430700540543
76,0.46409347653388977,0.039365701377391815,0.016161024570465088,0.6193059086799622,0.05418571084737778,0.02322041429579258
77,0.46753206849098206,0.03952588886022568,0.01614924520254135,0.5910167098045349,0.05193769931793213,0.022386856377124786
78,0.4658536911010742,0.03931044414639473,0.016017688438296318,0.6016653776168823,0.05337642878293991,0.023293152451515198
79,0.46973803639411926,0.03950636088848114,0.016019420698285103,0.6036249399185181,0.052999772131443024,0.022818518802523613
80,0.4656139314174652,0.03916279226541519,0.01588210090994835,0.6006003618240356,0.053452521562576294,0.023422500118613243
